Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
56941,28,Male,15,Technology,7248,Good,Medium,Low,0,Yes,47,Master’s Degree,Single,1,Mid,Small,23,Yes,No,No,Good,Low
54724,54,Female,27,Healthcare,7006,Fair,Low,Low,0,No,46,Associate Degree,Divorced,1,Mid,Medium,63,Yes,No,Yes,Poor,Low
73181,52,Female,43,Technology,7608,Excellent,Medium,Average,0,No,59,Bachelor’s Degree,Single,3,Entry,Medium,57,No,No,No,Good,High
70216,59,Male,27,Healthcare,6363,Excellent,Medium,Below Average,1,Yes,72,Master’s Degree,Married,0,Senior,Medium,29,No,No,No,Poor,High
57273,32,Female,10,Finance,7609,Excellent,Medium,High,1,No,76,High School,Single,0,Mid,Medium,87,No,No,No,Good,Low
3421,44,Female,18,Healthcare,7509,Poor,High,Average,0,No,70,Master’s Degree,Married,2,Entry,Medium,78,Yes,No,No,Excellent,Low
55766,31,Female,20,Technology,8541,Fair,High,High,1,Yes,7,High School,Divorced,6,Entry,Medium,88,Yes,No,No,Good,High
10507,19,Male,3,Technology,6481,Good,Very High,Average,2,No,69,Bachelor’s Degree,Divorced,2,Entry,Small,81,No,No,No,Fair,Low
44742,26,Female,18,Technology,8402,Fair,Medium,Below Average,0,No,61,High School,Married,3,Mid,Small,62,No,No,Yes,Fair,Low
30442,51,Male,24,Healthcare,6553,Excellent,High,High,0,No,61,Master’s Degree,Married,0,Mid,Medium,25,Yes,No,Yes,Fair,Medium
62859,48,Female,39,Technology,11522,Fair,Medium,Average,0,No,95,Bachelor’s Degree,Married,0,Mid,Small,74,No,No,No,Fair,Medium
8244,33,Female,20,Technology,9083,Good,High,Average,0,No,74,Master’s Degree,Married,0,Entry,Medium,23,No,No,No,Good,Medium
64419,44,Male,6,Healthcare,8104,Good,High,High,0,No,60,Associate Degree,Married,1,Entry,Small,73,Yes,No,No,Good,Low
64699,50,Male,7,Media,6629,Good,High,Average,0,No,76,Master’s Degree,Single,0,Mid,Medium,81,No,Yes,No,Fair,Low
49109,56,Female,6,Media,6218,Excellent,High,Average,1,No,64,Master’s Degree,Married,1,Entry,Small,29,Yes,No,No,Poor,High
7924,33,Male,21,Technology,10944,Fair,High,Below Average,0,No,50,Bachelor’s Degree,Married,1,Entry,Medium,63,No,No,No,Good,High
43632,23,Male,3,Education,4401,Excellent,Very High,High,1,Yes,25,Associate Degree,Married,2,Mid,Small,12,No,No,No,Poor,Low
69362,28,Female,15,Education,5223,Good,Low,Average,0,No,26,PhD,Divorced,0,Entry,Medium,71,No,No,Yes,Good,Low
4191,39,Male,10,Technology,9020,Fair,Medium,Average,4,No,85,Bachelor’s Degree,Single,1,Senior,Large,58,No,No,No,Fair,Low
70542,59,Female,44,Technology,10332,Poor,Medium,Average,3,No,7,Bachelor’s Degree,Divorced,2,Mid,Medium,117,No,No,No,Fair,Low
37048,27,Female,9,Education,5809,Fair,High,Average,2,No,52,Master’s Degree,Single,0,Entry,Small,53,No,No,No,Fair,Medium
61900,58,Male,46,Education,5494,Good,Low,High,0,No,71,Associate Degree,Single,1,Mid,Medium,81,Yes,No,No,Good,Low
3231,38,Male,2,Technology,9149,Poor,Very High,Average,0,Yes,13,PhD,Married,0,Mid,Small,25,No,No,No,Poor,Very High
29930,27,Female,12,Healthcare,7244,Good,High,Average,2,No,26,Associate Degree,Married,1,Entry,Large,59,No,No,No,Good,Medium
22805,42,Female,29,Technology,8292,Fair,High,Average,1,No,67,Bachelor’s Degree,Single,1,Mid,Medium,37,No,No,No,Poor,Low
24773,56,Female,25,Technology,9230,Excellent,Medium,Average,1,No,49,Master’s Degree,Divorced,6,Senior,Medium,76,Yes,Yes,No,Good,Medium
9392,45,Male,6,Education,4451,Fair,High,Average,0,No,81,High School,Married,2,Entry,Large,65,No,No,No,Fair,Medium
53959,47,Male,16,Media,6368,Good,High,Average,2,No,69,PhD,Married,0,Mid,Small,93,Yes,No,No,Fair,Very High
23079,27,Male,16,Education,4351,Poor,High,Average,1,No,7,Associate Degree,Married,6,Mid,Medium,50,Yes,No,Yes,Fair,High
48720,41,Male,12,Education,3420,Poor,High,Average,2,Yes,10,Bachelor’s Degree,Married,0,Entry,Medium,51,No,No,No,Poor,Low
33027,54,Female,38,Education,3468,Good,Medium,Average,0,No,9,Master’s Degree,Single,3,Mid,Medium,100,No,No,No,Excellent,Low
2479,59,Male,40,Technology,9896,Fair,Very High,Average,0,Yes,3,Bachelor’s Degree,Single,3,Mid,Medium,80,Yes,No,No,Good,Medium
64977,23,Male,8,Education,4254,Good,Very High,High,0,No,61,Bachelor’s Degree,Married,1,Mid,Small,61,No,No,No,Poor,Low
59449,53,Female,29,Education,4963,Fair,High,High,0,No,39,Associate Degree,Divorced,2,Senior,Medium,90,No,No,No,Poor,Low
42621,33,Female,13,Media,6431,Poor,High,Average,2,Yes,40,High School,Married,1,Entry,Small,20,No,No,Yes,Good,Medium
44303,56,Male,2,Technology,9664,Good,Very High,Average,0,No,47,Associate Degree,Single,4,Entry,Medium,23,No,No,No,Good,Low
54272,47,Male,32,Healthcare,9300,Excellent,Low,High,2,Yes,88,High School,Married,1,Entry,Medium,68,Yes,No,No,Good,High
17192,51,Male,9,Technology,8599,Fair,Low,Average,0,Yes,51,Associate Degree,Single,0,Entry,Medium,59,No,No,Yes,Fair,Very High
15438,40,Female,17,Healthcare,7564,Poor,Very High,Below Average,1,No,29,Master’s Degree,Married,6,Entry,Medium,65,No,No,Yes,Good,Low
40772,26,Female,2,Finance,10311,Fair,Very High,Below Average,2,No,98,Master’s Degree,Single,0,Mid,Medium,49,No,No,No,Good,Low
32484,40,Female,20,Finance,11060,Good,High,High,0,No,60,Bachelor’s Degree,Married,1,Mid,Medium,22,No,No,No,Good,Very High
40674,43,Male,26,Technology,7555,Poor,Very High,Average,0,Yes,52,Master’s Degree,Divorced,0,Mid,Medium,99,No,No,No,Good,Low
71865,33,Male,10,Finance,6800,Excellent,High,High,1,No,43,PhD,Married,0,Mid,Medium,65,No,No,Yes,Good,Medium
17134,31,Male,4,Technology,8381,Good,Medium,Average,0,No,4,High School,Single,2,Mid,Small,43,No,No,Yes,Poor,Medium
866,21,Female,8,Technology,10685,Fair,High,Average,0,No,80,Associate Degree,Married,1,Senior,Medium,24,Yes,No,No,Good,Low
42442,28,Male,9,Media,5949,Good,High,Average,0,No,14,Master’s Degree,Single,1,Mid,Medium,45,Yes,No,No,Poor,Medium
11240,51,Female,23,Healthcare,7415,Good,Medium,Average,1,Yes,84,Master’s Degree,Married,6,Mid,Small,55,No,No,No,Good,Low
54645,33,Female,14,Finance,6548,Excellent,Low,High,0,Yes,24,Associate Degree,Married,3,Senior,Small,69,No,No,No,Poor,Medium
618,49,Female,31,Technology,7490,Fair,High,Average,2,Yes,98,Master’s Degree,Single,0,Entry,Medium,103,No,No,No,Good,High
62283,53,Male,38,Media,6265,Fair,High,Average,3,Yes,20,Bachelor’s Degree,Single,0,Entry,Medium,72,Yes,No,No,Excellent,High
69393,37,Male,14,Finance,8007,Good,High,Average,0,Yes,82,Bachelor’s Degree,Married,1,Entry,Small,53,No,No,No,Poor,Medium
38614,29,Male,20,Healthcare,6718,Good,Medium,High,3,Yes,26,Associate Degree,Married,1,Entry,Large,44,Yes,No,No,Excellent,Medium
49797,19,Male,2,Healthcare,7106,Poor,Very High,Average,0,No,14,Bachelor’s Degree,Divorced,1,Mid,Small,63,No,No,Yes,Good,High
44267,46,Female,34,Finance,5541,Fair,Medium,Average,2,No,41,High School,Married,0,Mid,Medium,67,No,No,No,Good,Medium
27565,38,Male,5,Media,6774,Poor,High,Average,3,No,21,Bachelor’s Degree,Divorced,0,Entry,Medium,12,No,No,Yes,Good,Low
38212,59,Male,9,Education,4139,Fair,Medium,Low,0,No,78,Master’s Degree,Single,1,Senior,Small,50,Yes,No,No,Good,High
45778,38,Male,24,Healthcare,7093,Good,High,Average,0,No,64,Associate Degree,Single,0,Mid,Large,74,No,No,Yes,Excellent,Low
33856,24,Female,8,Healthcare,10373,Fair,Very High,Average,2,Yes,57,Associate Degree,Single,4,Entry,Medium,21,No,No,No,Poor,Low
55329,40,Female,1,Finance,4037,Poor,High,Average,0,No,14,Master’s Degree,Single,0,Entry,Medium,11,Yes,No,No,Good,Low
8404,26,Male,15,Healthcare,8301,Fair,High,Average,0,No,82,Bachelor’s Degree,Married,0,Entry,Medium,91,No,No,No,Good,High
37977,50,Female,13,Technology,11777,Good,Medium,High,2,No,66,Associate Degree,Married,6,Senior,Medium,56,No,No,No,Fair,Low
32732,57,Male,6,Healthcare,8188,Good,Very High,Average,0,No,55,Bachelor’s Degree,Married,4,Entry,Small,12,No,No,No,Fair,Low
18945,51,Female,9,Technology,10248,Good,Medium,Average,0,No,51,Bachelor’s Degree,Married,5,Mid,Medium,73,No,Yes,No,Good,High
27599,55,Female,24,Education,5318,Fair,High,Below Average,1,Yes,54,Associate Degree,Married,3,Mid,Medium,54,Yes,No,No,Good,Medium
51422,30,Female,9,Healthcare,8088,Fair,Very High,Average,0,No,59,High School,Married,6,Entry,Medium,50,No,No,No,Poor,High
41477,53,Male,37,Healthcare,7825,Excellent,Very High,High,2,Yes,64,Associate Degree,Single,1,Mid,Large,71,No,No,No,Fair,Medium
72388,20,Female,12,Technology,12884,Good,Low,Below Average,0,No,33,Master’s Degree,Married,0,Entry,Medium,22,No,No,No,Good,High
57525,33,Male,17,Healthcare,7807,Fair,Very High,Average,1,No,89,Associate Degree,Single,3,Entry,Large,23,Yes,No,No,Poor,High
37118,45,Male,22,Healthcare,8300,Good,High,Average,2,No,25,Bachelor’s Degree,Married,0,Entry,Large,81,No,No,No,Fair,Medium
48808,38,Male,6,Technology,7459,Excellent,High,Average,1,No,93,Associate Degree,Married,3,Entry,Medium,45,No,No,No,Fair,Low
52737,26,Male,6,Education,4747,Excellent,High,Below Average,0,Yes,61,Master’s Degree,Married,4,Entry,Medium,71,No,Yes,No,Good,Very High
1715,35,Male,18,Finance,9188,Poor,High,Average,2,Yes,30,Associate Degree,Single,0,Mid,Medium,79,No,No,No,Good,Low
4796,57,Male,43,Media,5856,Good,Medium,Average,1,Yes,12,Associate Degree,Single,1,Senior,Large,56,No,No,No,Good,High
59,46,Male,16,Finance,9797,Excellent,Low,Average,0,No,79,Bachelor’s Degree,Single,2,Mid,Large,82,No,No,No,Fair,Low
28634,43,Female,16,Technology,10656,Excellent,High,Below Average,0,Yes,8,Master’s Degree,Married,0,Mid,Medium,19,No,No,No,Poor,Low
8156,51,Female,27,Technology,10042,Poor,High,Average,2,No,7,Bachelor’s Degree,Married,1,Entry,Large,42,Yes,No,No,Good,High
8494,29,Female,7,Healthcare,6249,Good,High,Average,0,No,6,High School,Married,2,Mid,Medium,40,Yes,No,No,Excellent,Medium
33506,30,Male,10,Media,6823,Good,High,Average,0,Yes,26,Bachelor’s Degree,Single,1,Senior,Medium,45,No,No,Yes,Poor,Medium
45648,33,Male,2,Education,4642,Excellent,High,High,0,No,8,High School,Single,6,Entry,Large,53,No,No,No,Fair,High
12950,56,Male,46,Technology,9970,Poor,Medium,High,0,Yes,61,High School,Single,0,Entry,Medium,81,Yes,No,No,Good,Medium
6602,59,Female,23,Education,3958,Good,Low,High,0,No,17,Bachelor’s Degree,Married,0,Senior,Medium,73,No,No,Yes,Good,High
62868,20,Male,2,Technology,9738,Good,High,Average,0,No,36,Associate Degree,Divorced,0,Mid,Small,58,No,No,No,Fair,Low
73243,52,Male,6,Technology,7630,Fair,Medium,High,4,No,23,Bachelor’s Degree,Married,0,Senior,Large,7,Yes,No,No,Excellent,Low
36564,48,Male,16,Media,6005,Fair,High,Average,1,No,80,Bachelor’s Degree,Married,4,Senior,Medium,39,No,No,No,Poor,Low
7254,28,Male,8,Technology,8110,Good,Medium,Average,3,No,3,Associate Degree,Married,4,Entry,Medium,74,No,No,No,Good,Low
47787,29,Female,21,Finance,10948,Poor,High,High,0,Yes,80,High School,Divorced,2,Mid,Medium,64,No,No,No,Poor,Medium
17403,58,Female,28,Education,3800,Good,Medium,Average,2,No,43,Bachelor’s Degree,Single,2,Entry,Medium,57,No,No,No,Fair,Low
1644,49,Female,21,Finance,9894,Good,Very High,Average,1,No,22,Master’s Degree,Married,0,Mid,Small,53,No,No,No,Poor,Medium
7315,38,Male,18,Technology,11448,Good,Medium,Average,0,No,85,Bachelor’s Degree,Married,0,Senior,Medium,63,No,No,No,Good,Low
40724,37,Female,17,Finance,12330,Excellent,High,Average,0,No,45,Associate Degree,Single,0,Entry,Medium,40,No,No,Yes,Good,Medium
29407,24,Female,9,Healthcare,9079,Poor,High,Average,0,Yes,99,Associate Degree,Married,2,Mid,Small,45,No,No,No,Good,Low
35970,29,Male,6,Healthcare,9236,Good,High,Average,0,No,93,Master’s Degree,Married,1,Entry,Medium,40,No,No,No,Good,Low
44141,41,Male,4,Education,5438,Good,High,Average,0,Yes,35,Bachelor’s Degree,Married,0,Mid,Medium,8,Yes,No,No,Good,Low
29810,55,Male,22,Media,7488,Good,Low,High,2,Yes,53,Associate Degree,Married,3,Entry,Small,70,No,No,No,Good,High
51180,22,Male,9,Technology,8627,Fair,High,Average,0,No,49,Bachelor’s Degree,Married,4,Entry,Large,16,No,No,Yes,Poor,Low
13238,47,Male,9,Finance,11109,Fair,High,Below Average,2,No,75,Bachelor’s Degree,Married,2,Mid,Small,32,No,No,No,Poor,Low
67099,53,Female,44,Media,6982,Good,High,Below Average,0,No,33,Master’s Degree,Single,1,Mid,Large,94,No,No,Yes,Good,Very High
55098,51,Male,23,Technology,12723,Excellent,Low,Below Average,0,No,31,High School,Married,4,Mid,Small,62,Yes,No,No,Fair,Low
55298,18,Female,7,Healthcare,7048,Fair,High,Average,2,Yes,78,Bachelor’s Degree,Single,0,Entry,Medium,55,No,No,No,Fair,Medium
53999,30,Male,8,Media,5832,Excellent,Medium,Average,1,Yes,46,Master’s Degree,Married,2,Mid,Medium,51,No,No,No,Poor,Low
52774,48,Male,32,Healthcare,8854,Good,Very High,Average,2,No,57,High School,Single,4,Senior,Small,42,Yes,No,No,Fair,Very High
52102,36,Female,8,Education,4184,Excellent,High,Below Average,1,No,80,Bachelor’s Degree,Divorced,4,Mid,Medium,86,No,No,No,Fair,Medium
9859,41,Male,17,Healthcare,8498,Good,Very High,Low,2,Yes,28,Bachelor’s Degree,Married,3,Entry,Medium,72,Yes,No,Yes,Poor,Medium
25996,20,Male,4,Education,4281,Good,High,Average,1,No,87,Bachelor’s Degree,Married,3,Mid,Small,10,No,No,No,Poor,Low
14931,39,Female,21,Healthcare,7999,Good,Low,High,1,No,46,Master’s Degree,Married,4,Senior,Medium,39,No,No,No,Good,Low
19743,53,Male,27,Healthcare,8244,Excellent,High,Average,0,No,89,Associate Degree,Married,1,Entry,Medium,71,No,No,Yes,Excellent,Low
11784,29,Female,16,Healthcare,5741,Good,High,Average,0,No,34,Bachelor’s Degree,Single,1,Senior,Medium,45,No,No,No,Good,Medium
9438,36,Female,28,Media,6237,Fair,High,Average,3,No,54,Bachelor’s Degree,Married,0,Entry,Medium,42,No,No,No,Good,Medium
57773,47,Male,27,Healthcare,8948,Good,Very High,Average,2,No,27,Associate Degree,Married,4,Entry,Medium,42,Yes,No,Yes,Poor,High
34267,55,Female,5,Healthcare,8108,Excellent,Medium,High,0,Yes,6,Associate Degree,Married,0,Entry,Medium,39,No,No,No,Poor,High
13732,50,Male,36,Healthcare,8465,Excellent,Medium,Below Average,0,No,77,PhD,Married,1,Entry,Medium,68,Yes,No,No,Good,Low
61135,45,Female,21,Technology,8864,Poor,High,Average,1,Yes,15,Master’s Degree,Married,4,Mid,Medium,64,Yes,No,No,Fair,Medium
45257,40,Female,20,Technology,7976,Fair,High,High,1,Yes,66,Associate Degree,Divorced,4,Senior,Medium,68,Yes,No,No,Fair,Medium
58232,53,Male,18,Healthcare,6379,Good,Very High,Below Average,0,Yes,31,PhD,Single,0,Senior,Large,46,Yes,No,No,Good,High
66176,47,Male,34,Healthcare,8468,Fair,High,Below Average,0,Yes,68,High School,Single,4,Mid,Medium,113,No,No,Yes,Excellent,Low
56542,25,Male,13,Education,3509,Fair,High,Low,0,No,42,Master’s Degree,Single,1,Entry,Medium,61,Yes,No,No,Poor,Very High
65947,32,Female,10,Healthcare,9057,Excellent,Medium,Average,1,No,50,High School,Single,3,Entry,Medium,64,No,No,No,Good,Low
14184,55,Male,8,Healthcare,8662,Excellent,Medium,Average,2,No,41,High School,Single,4,Mid,Medium,13,No,No,Yes,Good,Medium
33134,55,Female,10,Healthcare,6824,Fair,High,Average,0,Yes,14,Master’s Degree,Single,0,Mid,Medium,27,No,No,No,Fair,Medium
69188,26,Male,12,Media,5908,Excellent,Medium,Below Average,3,No,80,Associate Degree,Single,0,Mid,Medium,86,No,No,No,Good,Medium
54379,44,Female,30,Media,6681,Excellent,Medium,Average,0,No,75,Master’s Degree,Divorced,1,Mid,Medium,99,No,No,No,Good,Very High
72180,41,Female,19,Healthcare,7199,Good,High,High,1,No,85,Master’s Degree,Single,2,Entry,Small,76,No,No,No,Poor,Medium
8002,19,Female,6,Finance,9826,Good,High,Below Average,0,No,26,Bachelor’s Degree,Married,3,Entry,Medium,24,No,No,No,Fair,Medium
37263,47,Male,17,Education,3854,Fair,Very High,Below Average,1,Yes,27,PhD,Single,2,Entry,Medium,88,No,No,No,Poor,Medium
52987,48,Male,23,Education,2995,Poor,High,Average,0,Yes,6,Bachelor’s Degree,Married,0,Entry,Small,52,No,No,No,Poor,Low
17306,45,Male,20,Education,3128,Poor,Very High,Average,4,No,92,High School,Single,5,Senior,Medium,36,Yes,No,No,Good,Medium
6079,51,Male,27,Media,5717,Good,High,High,3,No,9,Bachelor’s Degree,Single,0,Entry,Small,88,No,No,No,Good,Medium
32369,47,Female,15,Healthcare,7942,Good,Medium,Average,3,No,24,Associate Degree,Single,0,Senior,Medium,49,No,No,No,Good,High
52535,19,Female,4,Healthcare,8445,Poor,High,Average,0,No,25,High School,Divorced,0,Senior,Small,12,No,No,No,Good,High
17144,46,Female,38,Technology,9579,Fair,Very High,High,2,No,88,Bachelor’s Degree,Married,4,Entry,Small,84,Yes,No,No,Poor,Low
6867,56,Male,4,Healthcare,7679,Good,High,High,1,No,91,High School,Married,0,Entry,Large,43,No,No,No,Excellent,Medium
22369,26,Male,15,Healthcare,7688,Fair,High,Average,1,Yes,9,Bachelor’s Degree,Divorced,0,Senior,Large,26,No,No,No,Fair,Medium
10778,43,Male,23,Technology,10550,Fair,High,Average,0,No,2,Bachelor’s Degree,Married,2,Entry,Medium,81,No,No,No,Good,Very High
43574,36,Female,11,Finance,9091,Good,High,High,1,No,17,Associate Degree,Married,3,Mid,Large,20,No,No,Yes,Good,Low
23687,32,Female,6,Finance,11099,Excellent,Very High,Average,2,No,97,Associate Degree,Married,0,Senior,Medium,59,No,No,No,Poor,High
16788,55,Female,11,Media,5528,Poor,High,High,0,No,27,Master’s Degree,Married,4,Senior,Medium,14,No,No,No,Good,Medium
20380,46,Male,38,Healthcare,7433,Good,High,Average,3,Yes,23,High School,Divorced,3,Entry,Medium,98,No,No,No,Excellent,Medium
64104,35,Male,27,Media,5464,Good,High,Average,0,Yes,2,Bachelor’s Degree,Married,2,Mid,Medium,66,No,No,No,Fair,Medium
54846,45,Male,28,Education,4120,Good,High,Average,1,Yes,50,Associate Degree,Divorced,2,Senior,Medium,96,No,No,No,Good,Low
377,56,Female,36,Finance,7853,Fair,Medium,High,1,No,63,PhD,Single,2,Senior,Large,85,No,No,Yes,Fair,Medium
26614,38,Male,15,Technology,8064,Good,High,Average,0,No,86,Master’s Degree,Married,1,Mid,Medium,61,No,No,No,Good,High
1246,28,Female,1,Finance,7843,Good,High,Average,0,Yes,9,Bachelor’s Degree,Married,1,Senior,Small,47,No,No,No,Good,Low
71407,31,Female,15,Finance,6456,Fair,High,Average,2,No,87,Associate Degree,Married,5,Entry,Medium,87,Yes,No,No,Fair,Low
55866,51,Female,3,Finance,6152,Fair,High,High,4,No,17,Bachelor’s Degree,Married,1,Senior,Medium,29,No,No,No,Good,Low
57965,23,Male,10,Media,6755,Fair,Very High,High,0,No,63,High School,Married,3,Entry,Medium,61,Yes,No,No,Good,Medium
18919,26,Male,13,Technology,9150,Good,High,High,3,No,94,PhD,Divorced,1,Entry,Small,67,No,No,No,Good,Low
41870,42,Male,23,Healthcare,6702,Excellent,High,Average,0,Yes,67,Associate Degree,Single,0,Entry,Medium,97,No,No,Yes,Poor,Very High
2883,36,Female,1,Technology,9812,Fair,High,Average,2,No,40,Bachelor’s Degree,Married,1,Mid,Large,5,No,No,No,Good,Low
22566,19,Female,9,Technology,6969,Excellent,Medium,High,0,No,61,PhD,Married,0,Mid,Small,65,No,No,No,Fair,Medium
60625,28,Male,10,Finance,13445,Good,High,Average,0,No,18,High School,Divorced,0,Entry,Large,78,No,Yes,Yes,Fair,High
14466,55,Female,26,Healthcare,8709,Fair,High,Low,1,No,49,High School,Married,4,Mid,Small,29,No,No,No,Good,High
51368,46,Female,27,Media,6062,Fair,Very High,Below Average,0,No,7,Associate Degree,Single,4,Mid,Medium,81,No,No,No,Poor,Low
54182,18,Female,3,Technology,6277,Fair,High,Average,0,Yes,23,High School,Married,1,Senior,Small,80,No,No,No,Fair,High
36742,21,Male,12,Finance,8226,Good,High,Average,2,No,16,High School,Single,1,Entry,Small,86,No,No,No,Good,High
22007,56,Male,14,Healthcare,7746,Excellent,High,High,0,No,18,High School,Married,0,Entry,Small,38,No,No,No,Good,High
39103,54,Male,23,Finance,8349,Fair,High,Average,0,No,77,Master’s Degree,Married,1,Entry,Medium,88,No,Yes,No,Fair,Medium
21678,56,Female,40,Technology,8674,Fair,Medium,High,0,No,50,Associate Degree,Single,1,Mid,Medium,111,No,No,No,Fair,Medium
11382,57,Female,39,Media,5930,Excellent,High,Average,1,No,15,Associate Degree,Married,2,Entry,Medium,71,No,No,No,Good,Medium
20091,23,Male,8,Technology,9573,Excellent,Low,Below Average,0,No,84,Bachelor’s Degree,Married,0,Mid,Small,42,No,No,No,Good,Medium
63751,32,Female,23,Finance,7006,Good,Low,Average,3,No,18,Bachelor’s Degree,Married,0,Entry,Medium,48,Yes,No,No,Fair,Medium
11606,24,Male,13,Technology,8120,Good,High,Below Average,0,Yes,30,PhD,Single,0,Mid,Large,48,No,No,No,Good,Low
23397,27,Male,14,Healthcare,6895,Good,Medium,Average,0,No,21,Bachelor’s Degree,Married,0,Entry,Small,16,No,No,No,Good,Medium
72510,54,Male,14,Finance,10626,Fair,High,Average,2,No,54,High School,Married,0,Senior,Small,66,No,No,No,Good,Low
559,46,Male,24,Education,4938,Fair,Very High,Average,1,No,2,Bachelor’s Degree,Married,0,Entry,Medium,58,Yes,No,No,Good,Medium
54600,22,Male,4,Technology,6038,Fair,High,Average,0,No,25,Associate Degree,Married,3,Mid,Small,29,No,No,No,Fair,Low
55458,47,Male,10,Finance,6355,Fair,High,Low,0,Yes,43,Associate Degree,Divorced,1,Mid,Medium,59,No,No,No,Good,Low
65924,29,Male,4,Education,5537,Fair,High,Average,1,No,32,PhD,Married,0,Senior,Medium,66,No,No,No,Fair,Low
53664,31,Male,8,Healthcare,7272,Good,High,High,3,Yes,92,Bachelor’s Degree,Single,0,Entry,Large,61,No,Yes,No,Fair,High
73437,34,Male,25,Healthcare,7764,Excellent,Medium,Average,1,No,82,Bachelor’s Degree,Married,2,Senior,Medium,69,No,No,No,Fair,High
52710,45,Male,4,Technology,7209,Poor,Medium,Below Average,2,No,56,Bachelor’s Degree,Single,3,Entry,Medium,79,No,No,No,Poor,Low
24726,41,Male,12,Healthcare,8842,Excellent,Medium,Average,0,No,81,Master’s Degree,Married,0,Mid,Medium,89,No,No,No,Excellent,Medium
19994,42,Male,1,Education,4562,Good,High,Average,0,No,7,Bachelor’s Degree,Married,0,Entry,Small,49,Yes,No,No,Excellent,High
13615,35,Female,22,Education,5648,Excellent,Very High,Average,1,No,31,Master’s Degree,Single,1,Entry,Small,68,Yes,No,No,Good,Medium
13773,45,Male,5,Education,5716,Poor,Medium,High,0,Yes,63,Associate Degree,Married,1,Entry,Medium,77,No,No,No,Excellent,Low
31915,33,Male,11,Media,5701,Poor,High,Average,2,Yes,12,Associate Degree,Married,4,Entry,Medium,44,No,No,No,Poor,Low
3240,23,Female,11,Media,6484,Good,Medium,High,1,No,48,Associate Degree,Single,0,Mid,Large,69,No,No,Yes,Good,Low
49210,45,Female,22,Healthcare,6584,Fair,Medium,Average,0,No,56,Associate Degree,Married,0,Senior,Large,91,No,No,No,Poor,High
37518,50,Male,28,Healthcare,7157,Fair,Medium,Average,1,Yes,79,Master’s Degree,Divorced,0,Mid,Large,84,No,No,Yes,Fair,Low
8274,57,Female,1,Education,5203,Fair,High,Below Average,1,No,59,Master’s Degree,Married,4,Entry,Medium,18,Yes,No,No,Good,Low
64902,32,Female,15,Media,5935,Poor,High,Average,0,No,97,Bachelor’s Degree,Divorced,0,Entry,Medium,25,No,No,No,Poor,Low
65769,26,Female,5,Education,4458,Good,High,Average,2,No,79,High School,Single,1,Mid,Small,84,No,No,No,Good,Medium
46554,46,Female,15,Finance,8054,Excellent,Medium,Below Average,3,No,67,Associate Degree,Single,0,Mid,Large,75,No,No,No,Good,Low
30942,32,Female,7,Education,3711,Excellent,Low,Average,1,Yes,76,Bachelor’s Degree,Divorced,2,Mid,Medium,28,No,No,No,Good,Low
36930,22,Male,1,Education,3785,Fair,Medium,Average,0,No,43,High School,Married,0,Entry,Medium,40,No,Yes,No,Good,High
39784,49,Male,39,Healthcare,7716,Excellent,High,Average,0,Yes,25,Associate Degree,Married,1,Mid,Medium,78,No,No,No,Good,High
43508,32,Female,14,Media,5248,Good,High,Average,0,Yes,25,Bachelor’s Degree,Married,0,Entry,Small,24,No,No,No,Excellent,Medium
71809,59,Male,48,Finance,8240,Good,High,High,0,Yes,63,Bachelor’s Degree,Married,3,Senior,Medium,70,No,No,No,Poor,Very High
9692,43,Male,11,Finance,11391,Poor,Very High,Average,1,No,15,Associate Degree,Married,2,Mid,Medium,38,No,No,No,Good,Low
62664,44,Female,22,Education,5778,Fair,High,Average,1,No,30,High School,Married,0,Mid,Medium,44,No,No,No,Good,Low
29112,24,Female,13,Technology,10216,Poor,High,Average,2,No,83,Associate Degree,Married,1,Senior,Medium,91,No,Yes,No,Good,Low
46388,31,Female,1,Healthcare,6069,Excellent,Very High,Below Average,1,Yes,95,Master’s Degree,Married,0,Entry,Small,64,No,No,No,Fair,High
39889,56,Male,43,Technology,9006,Fair,High,Average,0,No,57,Master’s Degree,Married,1,Entry,Medium,45,No,No,No,Poor,Medium
20448,30,Female,17,Healthcare,9798,Good,High,Average,2,No,28,High School,Married,1,Senior,Medium,92,Yes,No,No,Poor,Low
22005,47,Male,7,Healthcare,7269,Good,Very High,Below Average,0,No,67,Associate Degree,Married,1,Entry,Small,55,Yes,No,No,Fair,Medium
58199,56,Male,12,Education,3813,Poor,Very High,Below Average,0,No,1,High School,Married,2,Mid,Large,77,No,No,No,Good,Low
35549,42,Male,22,Technology,10547,Fair,High,Average,1,No,63,Master’s Degree,Married,0,Senior,Medium,73,No,No,No,Good,Medium
15618,46,Male,36,Education,4330,Fair,High,High,2,No,71,Associate Degree,Married,0,Entry,Large,37,Yes,No,No,Poor,Medium
59936,31,Male,15,Education,3944,Good,Low,High,0,No,84,Master’s Degree,Divorced,1,Mid,Medium,86,No,No,No,Good,Low
